NODE_42_length_82690_cov_190.683161	nz: 5	SRS1992958_vamb_664:0.992312	SRS1992958_vamb_370:0.00759692	SRS1992958_vamb_2394:4.31602e-05	SRS1992958_vamb_615:3.59003e-05	SRS1992958_vamb_1046:7.27259e-06
NODE_43_length_81513_cov_19.764161	nz: 5	SRS1992958_vamb_370:0.993918	SRS1992958_vamb_664:0.00442942	SRS1992958_vamb_1046:0.00021396	SRS1992958_vamb_615:3.84897e-05	SRS1992958_vamb_2394:2.68066e-05
NODE_45_length_79821_cov_166.392899	nz: 5	SRS1992958_vamb_664:0.999925	SRS1992958_vamb_1046:3.439e-05	SRS1992958_vamb_370:1.47524e-05	SRS1992958_vamb_615:1.45255e-05	SRS1992958_vamb_2394:2.22177e-06
NODE_46_length_79230_cov_154.559975	nz: 5	SRS1992958_vamb_664:0.999291	SRS1992958_vamb_370:0.000512906	SRS1992958_vamb_615:7.28634e-05	SRS1992958_vamb_2394:5.63028e-05	SRS1992958_vamb_1046:4.47982e-05
NODE_44_length_79875_cov_70.701553	nz: 5	SRS1992958_vamb_2394:0.939109	SRS1992958_vamb_615:0.060796	SRS1992958_vamb_370:4.6135e-05	SRS1992958_vamb_664:4.57317e-05	SRS1992958_vamb_1046:1.58452e-06
NODE_47_length_77863_cov_185.337870	nz: 5	SRS1992958_vamb_664:0.990244	SRS1992958_vamb_370:0.00593282	SRS1992958_vamb_615:0.00136642	SRS1992958_vamb_2394:0.00127709	SRS1992958_vamb_1046:0.000755928
NODE_48_length_77334_cov_149.214961	nz: 5	SRS1992958_vamb_664:0.994339	SRS1992958_vamb_370:0.00528631	SRS1992958_vamb_1046:0.000151316	SRS1992958_vamb_615:9.27613e-05	SRS1992958_vamb_2394:1.79683e-05
NODE_49_length_75686_cov_31.701247	nz: 5	SRS1992958_vamb_370:0.901526	SRS1992958_vamb_664:0.0974004	SRS1992958_vamb_2394:0.000619106	SRS1992958_vamb_615:0.000413407	SRS1992958_vamb_1046:9.70469e-06
NODE_50_length_75040_cov_112.980703	nz: 1	SRS1992958_vamb_664:1
NODE_51_length_74859_cov_24.623108	nz: 5	SRS1992958_vamb_370:0.993416	SRS1992958_vamb_664:0.00369059	SRS1992958_vamb_2394:0.00118114	SRS1992958_vamb_615:0.000842015	SRS1992958_vamb_1046:0.000585637
NODE_52_length_72475_cov_115.430641	nz: 5	SRS1992958_vamb_664:0.999727	SRS1992958_vamb_615:0.000134718	SRS1992958_vamb_1046:7.32552e-05	SRS1992958_vamb_370:3.13579e-05	SRS1992958_vamb_2394:1.71117e-06
NODE_53_length_72464_cov_78.516510	nz: 4	SRS1992958_vamb_2394:0.976482	SRS1992958_vamb_615:0.0232629	SRS1992958_vamb_370:0.000139226	SRS1992958_vamb_664:0.000115601
NODE_54_length_71432_cov_28.889642	nz: 5	SRS1992958_vamb_370:0.985343	SRS1992958_vamb_664:0.0141353	SRS1992958_vamb_2394:0.000285372	SRS1992958_vamb_615:0.000207069	SRS1992958_vamb_1046:2.10294e-05
NODE_55_length_70716_cov_135.467429	nz: 4	SRS1992958_vamb_615:0.809952	SRS1992958_vamb_2394:0.189996	SRS1992958_vamb_370:2.71641e-05	SRS1992958_vamb_664:2.39907e-05
NODE_56_length_70022_cov_44.475210	nz: 4	SRS1992958_vamb_2394:0.862663	SRS1992958_vamb_615:0.137111	SRS1992958_vamb_370:0.000114901	SRS1992958_vamb_664:0.000110408
NODE_57_length_69098_cov_49.060672	nz: 4	SRS1992958_vamb_2394:0.948262	SRS1992958_vamb_615:0.0514948	SRS1992958_vamb_664:0.000121635	SRS1992958_vamb_370:0.000120257
NODE_58_length_68545_cov_160.647423	nz: 5	SRS1992958_vamb_664:0.999161	SRS1992958_vamb_370:0.000587309	SRS1992958_vamb_615:8.83699e-05	SRS1992958_vamb_1046:6.82941e-05	SRS1992958_vamb_2394:6.46975e-05
NODE_59_length_68108_cov_51.423890	nz: 5	SRS1992958_vamb_2394:0.775056	SRS1992958_vamb_615:0.218767	SRS1992958_vamb_664:0.0031231	SRS1992958_vamb_370:0.0030426	SRS1992958_vamb_1046:1.4723e-06
NODE_60_length_67030_cov_127.722523	nz: 5	SRS1992958_vamb_664:0.999884	SRS1992958_vamb_1046:3.59152e-05	SRS1992958_vamb_615:3.55365e-05	SRS1992958_vamb_370:1.96237e-05	SRS1992958_vamb_2394:2.51008e-06
NODE_61_length_63587_cov_18.087263	nz: 5	SRS1992958_vamb_370:0.997031	SRS1992958_vamb_664:0.00212459	SRS1992958_vamb_1046:0.00027639	SRS1992958_vamb_615:3.71817e-05	SRS1992958_vamb_2394:1.61322e-05
NODE_62_length_62372_cov_107.446556	nz: 5	SRS1992958_vamb_664:0.999757	SRS1992958_vamb_370:4.59817e-05	SRS1992958_vamb_1046:3.41443e-05	SRS1992958_vamb_615:2.92922e-05	SRS1992958_vamb_2394:9.48395e-06
NODE_63_length_59812_cov_99.097261	nz: 5	SRS1992958_vamb_664:0.999887	SRS1992958_vamb_1046:3.19968e-05	SRS1992958_vamb_615:2.86116e-05	SRS1992958_vamb_370:2.73513e-05	SRS1992958_vamb_2394:5.59135e-06
NODE_64_length_59643_cov_162.045798	nz: 5	SRS1992958_vamb_664:0.999984	SRS1992958_vamb_370:4.57352e-06	SRS1992958_vamb_615:4.143e-06	SRS1992958_vamb_1046:3.70342e-06	SRS1992958_vamb_2394:1.28527e-06
NODE_65_length_59616_cov_18.056799	nz: 5	SRS1992958_vamb_370:0.995625	SRS1992958_vamb_664:0.00421953	SRS1992958_vamb_1046:0.000128618	SRS1992958_vamb_615:1.52847e-05	SRS1992958_vamb_2394:4.747e-06
NODE_66_length_58267_cov_158.421030	nz: 2	SRS1992958_vamb_664:0.999358	SRS1992958_vamb_370:0.000639973
NODE_67_length_55934_cov_19.511283	nz: 5	SRS1992958_vamb_370:0.998826	SRS1992958_vamb_664:0.000349532	SRS1992958_vamb_2394:0.000138787	SRS1992958_vamb_615:0.000103187	SRS1992958_vamb_1046:3.47937e-05
NODE_68_length_55750_cov_26.076650	nz: 5	SRS1992958_vamb_370:0.916854	SRS1992958_vamb_1046:0.0531942	SRS1992958_vamb_664:0.0223884	SRS1992958_vamb_615:0.00507541	SRS1992958_vamb_2394:8.89771e-05
NODE_70_length_55282_cov_113.336267	nz: 5	SRS1992958_vamb_664:0.99751	SRS1992958_vamb_615:0.000352315	SRS1992958_vamb_1046:0.000311475	SRS1992958_vamb_370:0.000178374	SRS1992958_vamb_2394:1.34948e-05
NODE_69_length_55452_cov_40.575753	nz: 4	SRS1992958_vamb_2394:0.911561	SRS1992958_vamb_615:0.0884245	SRS1992958_vamb_370:7.49174e-06	SRS1992958_vamb_664:7.28194e-06
NODE_71_length_54476_cov_102.395362	nz: 5	SRS1992958_vamb_664:0.999815	SRS1992958_vamb_1046:0.000134033	SRS1992958_vamb_615:1.28627e-05	SRS1992958_vamb_370:1.14659e-05	SRS1992958_vamb_2394:1.59374e-06
NODE_72_length_53795_cov_103.365519	nz: 5	SRS1992958_vamb_664:0.999972	SRS1992958_vamb_370:1.08233e-05	SRS1992958_vamb_1046:6.36147e-06	SRS1992958_vamb_615:5.26196e-06	SRS1992958_vamb_2394:1.4954e-06
NODE_73_length_52990_cov_104.232946	nz: 4	SRS1992958_vamb_664:0.999992	SRS1992958_vamb_370:2.12654e-06	SRS1992958_vamb_1046:2.00009e-06	SRS1992958_vamb_615:1.76021e-06
NODE_74_length_51532_cov_114.270665	nz: 5	SRS1992958_vamb_664:0.99988	SRS1992958_vamb_370:4.8574e-05	SRS1992958_vamb_1046:3.66711e-05	SRS1992958_vamb_615:1.78089e-05	SRS1992958_vamb_2394:4.79197e-06
NODE_75_length_50716_cov_141.226920	nz: 5	SRS1992958_vamb_664:0.999781	SRS1992958_vamb_370:0.000105224	SRS1992958_vamb_2394:3.98939e-05	SRS1992958_vamb_615:3.72399e-05	SRS1992958_vamb_1046:2.84969e-05
NODE_76_length_49995_cov_98.062615	nz: 5	SRS1992958_vamb_664:0.999931	SRS1992958_vamb_1046:2.95706e-05	SRS1992958_vamb_615:1.47033e-05	SRS1992958_vamb_370:1.29923e-05	SRS1992958_vamb_2394:1.89629e-06
NODE_77_length_49697_cov_94.755590	nz: 5	SRS1992958_vamb_664:0.999609	SRS1992958_vamb_370:0.000326016	SRS1992958_vamb_1046:3.13823e-05	SRS1992958_vamb_615:1.89575e-05	SRS1992958_vamb_2394:2.28365e-06
NODE_78_length_49559_cov_244.592437	nz: 5	SRS1992958_vamb_2394:0.852282	SRS1992958_vamb_615:0.143681	SRS1992958_vamb_664:0.0020462	SRS1992958_vamb_370:0.00196806	SRS1992958_vamb_1046:9.913e-06
NODE_79_length_49052_cov_135.224646	nz: 5	SRS1992958_vamb_664:0.999679	SRS1992958_vamb_615:0.000110236	SRS1992958_vamb_1046:0.000108092	SRS1992958_vamb_370:4.76735e-05	SRS1992958_vamb_2394:2.60022e-06
NODE_80_length_48219_cov_154.648659	nz: 5	SRS1992958_vamb_664:0.999966	SRS1992958_vamb_1046:1.50451e-05	SRS1992958_vamb_370:7.10866e-06	SRS1992958_vamb_615:6.29537e-06	SRS1992958_vamb_2394:1.00604e-06
NODE_81_length_48102_cov_730.536308	nz: 0
NODE_82_length_47992_cov_105.469992	nz: 5	SRS1992958_vamb_664:0.999677	SRS1992958_vamb_1046:0.000255158	SRS1992958_vamb_615:1.44213e-05	SRS1992958_vamb_370:1.39766e-05	SRS1992958_vamb_2394:1.67734e-06
NODE_84_length_47452_cov_116.138743	nz: 5	SRS1992958_vamb_664:0.99991	SRS1992958_vamb_370:6.43468e-05	SRS1992958_vamb_1046:9.60728e-06	SRS1992958_vamb_615:8.85245e-06	SRS1992958_vamb_2394:2.04711e-06
NODE_85_length_47345_cov_145.441616	nz: 5	SRS1992958_vamb_664:0.999974	SRS1992958_vamb_1046:7.59359e-06	SRS1992958_vamb_615:7.29727e-06	SRS1992958_vamb_370:5.86756e-06	SRS1992958_vamb_2394:1.10103e-06
NODE_86_length_47189_cov_115.428099	nz: 5	SRS1992958_vamb_664:0.999856	SRS1992958_vamb_370:4.21928e-05	SRS1992958_vamb_1046:4.15442e-05	SRS1992958_vamb_615:3.58533e-05	SRS1992958_vamb_2394:5.53774e-06
NODE_83_length_47750_cov_106.292609	nz: 5	SRS1992958_vamb_664:0.999932	SRS1992958_vamb_1046:2.1034e-05	SRS1992958_vamb_370:1.67949e-05	SRS1992958_vamb_615:1.64027e-05	SRS1992958_vamb_2394:3.13119e-06
NODE_87_length_46421_cov_26.889100	nz: 5	SRS1992958_vamb_370:0.997044	SRS1992958_vamb_664:0.00239685	SRS1992958_vamb_1046:0.000120282	SRS1992958_vamb_2394:0.000103465	SRS1992958_vamb_615:8.41418e-05
NODE_88_length_46386_cov_67.800932	nz: 4	SRS1992958_vamb_2394:0.706018	SRS1992958_vamb_615:0.29397	SRS1992958_vamb_370:5.95961e-06	SRS1992958_vamb_664:5.46908e-06
NODE_89_length_46282_cov_7863.189435	nz: 0
NODE_90_length_45778_cov_118.512106	nz: 4	SRS1992958_vamb_664:0.999985	SRS1992958_vamb_370:4.17635e-06	SRS1992958_vamb_1046:3.65649e-06	SRS1992958_vamb_615:3.39219e-06
NODE_91_length_45628_cov_160.841705	nz: 4	SRS1992958_vamb_664:0.999986	SRS1992958_vamb_1046:4.71052e-06	SRS1992958_vamb_615:3.29709e-06	SRS1992958_vamb_370:2.45837e-06
NODE_92_length_45242_cov_69.771704	nz: 0
NODE_93_length_45003_cov_119.501224	nz: 4	SRS1992958_vamb_664:0.999958	SRS1992958_vamb_615:1.32778e-05	SRS1992958_vamb_1046:1.21628e-05	SRS1992958_vamb_370:6.91145e-06
NODE_94_length_44990_cov_159.224636	nz: 5	SRS1992958_vamb_664:0.999628	SRS1992958_vamb_370:0.000177149	SRS1992958_vamb_1046:7.82922e-05	SRS1992958_vamb_615:7.13288e-05	SRS1992958_vamb_2394:8.96889e-06
NODE_96_length_43905_cov_74.824675	nz: 4	SRS1992958_vamb_2394:0.770974	SRS1992958_vamb_615:0.228199	SRS1992958_vamb_370:0.00041234	SRS1992958_vamb_664:0.000412037
NODE_97_length_43733_cov_100.448510	nz: 5	SRS1992958_vamb_664:0.994391	SRS1992958_vamb_615:0.00283321	SRS1992958_vamb_1046:0.00148744	SRS1992958_vamb_370:0.000629834	SRS1992958_vamb_2394:3.16816e-05
NODE_95_length_43954_cov_42.213536	nz: 4	SRS1992958_vamb_2394:0.632506	SRS1992958_vamb_615:0.36665	SRS1992958_vamb_370:0.000465885	SRS1992958_vamb_664:0.000374602
NODE_98_length_43502_cov_96.915115	nz: 5	SRS1992958_vamb_664:0.999832	SRS1992958_vamb_1046:5.24526e-05	SRS1992958_vamb_615:3.55127e-05	SRS1992958_vamb_370:3.01117e-05	SRS1992958_vamb_2394:4.70335e-06
NODE_99_length_43418_cov_240.503678	nz: 4	SRS1992958_vamb_2394:0.874429	SRS1992958_vamb_615:0.123208	SRS1992958_vamb_370:0.00122576	SRS1992958_vamb_664:0.00113313
NODE_100_length_42929_cov_181.712693	nz: 4	SRS1992958_vamb_664:0.999859	SRS1992958_vamb_370:9.43111e-05	SRS1992958_vamb_2394:1.75022e-05	SRS1992958_vamb_615:1.26311e-05
NODE_101_length_42183_cov_152.197375	nz: 4	SRS1992958_vamb_664:0.999948	SRS1992958_vamb_1046:1.53583e-05	SRS1992958_vamb_615:1.31214e-05	SRS1992958_vamb_370:8.67904e-06
NODE_102_length_40716_cov_137.400310	nz: 5	SRS1992958_vamb_664:0.999859	SRS1992958_vamb_615:4.82404e-05	SRS1992958_vamb_1046:4.70452e-05	SRS1992958_vamb_370:2.10538e-05	SRS1992958_vamb_2394:1.13446e-06
NODE_103_length_40686_cov_132.849942	nz: 5	SRS1992958_vamb_664:0.999661	SRS1992958_vamb_1046:8.81279e-05	SRS1992958_vamb_370:8.39582e-05	SRS1992958_vamb_615:8.16192e-05	SRS1992958_vamb_2394:1.28203e-05
NODE_104_length_40564_cov_46.597497	nz: 4	SRS1992958_vamb_2394:0.890311	SRS1992958_vamb_615:0.109589	SRS1992958_vamb_370:5.01035e-05	SRS1992958_vamb_664:4.87205e-05
NODE_105_length_40502_cov_208.164487	nz: 5	SRS1992958_vamb_664:0.991744	SRS1992958_vamb_615:0.00284605	SRS1992958_vamb_1046:0.00231727	SRS1992958_vamb_370:0.00160572	SRS1992958_vamb_2394:0.000271879
NODE_106_length_39961_cov_116.736681	nz: 1	SRS1992958_vamb_664:1
NODE_107_length_39675_cov_115.542479	nz: 5	SRS1992958_vamb_664:0.999712	SRS1992958_vamb_1046:0.000135833	SRS1992958_vamb_615:6.18836e-05	SRS1992958_vamb_370:3.85363e-05	SRS1992958_vamb_2394:4.60326e-06
NODE_109_length_39248_cov_117.654045	nz: 5	SRS1992958_vamb_664:0.999962	SRS1992958_vamb_370:1.87178e-05	SRS1992958_vamb_1046:6.21746e-06	SRS1992958_vamb_615:6.09296e-06	SRS1992958_vamb_2394:3.91553e-06
NODE_108_length_39564_cov_99.678605	nz: 5	SRS1992958_vamb_664:0.823236	SRS1992958_vamb_1046:0.0933249	SRS1992958_vamb_615:0.0375048	SRS1992958_vamb_370:0.0268039	SRS1992958_vamb_2394:0.000746115
NODE_110_length_38928_cov_126.626810	nz: 5	SRS1992958_vamb_664:0.998132	SRS1992958_vamb_1046:0.000680157	SRS1992958_vamb_615:0.000575546	SRS1992958_vamb_370:0.000270101	SRS1992958_vamb_2394:9.36474e-06
NODE_111_length_38923_cov_185.553103	nz: 5	SRS1992958_vamb_664:0.990877	SRS1992958_vamb_370:0.00355291	SRS1992958_vamb_1046:0.00220345	SRS1992958_vamb_615:0.00173802	SRS1992958_vamb_2394:0.000963291
NODE_112_length_38785_cov_31.788639	nz: 5	SRS1992958_vamb_370:0.97449	SRS1992958_vamb_664:0.0226726	SRS1992958_vamb_1046:0.00173747	SRS1992958_vamb_615:0.000485342	SRS1992958_vamb_2394:0.000483205
NODE_113_length_38640_cov_169.012570	nz: 5	SRS1992958_vamb_664:0.999229	SRS1992958_vamb_370:0.000761888	SRS1992958_vamb_615:2.86298e-06	SRS1992958_vamb_1046:2.74551e-06	SRS1992958_vamb_2394:1.66154e-06
NODE_114_length_38413_cov_162.890192	nz: 5	SRS1992958_vamb_664:0.999948	SRS1992958_vamb_1046:1.54666e-05	SRS1992958_vamb_370:1.46729e-05	SRS1992958_vamb_615:1.11036e-05	SRS1992958_vamb_2394:4.17439e-06
NODE_115_length_38163_cov_164.093786	nz: 4	SRS1992958_vamb_2394:0.645874	SRS1992958_vamb_615:0.353916	SRS1992958_vamb_664:0.000104189	SRS1992958_vamb_370:0.000102586
NODE_116_length_37642_cov_88.878575	nz: 5	SRS1992958_vamb_664:0.999813	SRS1992958_vamb_1046:6.71169e-05	SRS1992958_vamb_615:4.75024e-05	SRS1992958_vamb_370:3.59821e-05	SRS1992958_vamb_2394:4.62064e-06
NODE_117_length_37341_cov_119.857158	nz: 5	SRS1992958_vamb_664:0.999772	SRS1992958_vamb_1046:6.94883e-05	SRS1992958_vamb_370:6.45089e-05	SRS1992958_vamb_615:4.87909e-05	SRS1992958_vamb_2394:9.52157e-06
NODE_118_length_37273_cov_180.217771	nz: 4	SRS1992958_vamb_615:0.984559	SRS1992958_vamb_2394:0.0154375	SRS1992958_vamb_664:1.28001e-06	SRS1992958_vamb_370:1.2676e-06
NODE_119_length_36492_cov_108.512968	nz: 5	SRS1992958_vamb_664:0.999785	SRS1992958_vamb_1046:7.34876e-05	SRS1992958_vamb_615:5.33106e-05	SRS1992958_vamb_370:5.25137e-05	SRS1992958_vamb_2394:9.00415e-06
NODE_121_length_35733_cov_117.524693	nz: 5	SRS1992958_vamb_664:0.996114	SRS1992958_vamb_1046:0.00177083	SRS1992958_vamb_615:0.000804608	SRS1992958_vamb_370:0.000653289	SRS1992958_vamb_2394:5.58936e-05
NODE_122_length_35670_cov_112.530394	nz: 5	SRS1992958_vamb_664:0.999918	SRS1992958_vamb_1046:3.19323e-05	SRS1992958_vamb_615:2.23865e-05	SRS1992958_vamb_370:1.39529e-05	SRS1992958_vamb_2394:1.14259e-06
NODE_123_length_35565_cov_49.002985	nz: 4	SRS1992958_vamb_2394:0.853481	SRS1992958_vamb_615:0.146449	SRS1992958_vamb_664:3.6619e-05	SRS1992958_vamb_370:3.18474e-05
