,Scaffold,Bin,Color
3066888,NODE_37_length_88686_cov_204.785459,SRS1992958_vamb_615,#3cb44b
780610,NODE_37_length_88686_cov_204.785459,SRS1992958_vamb_615,#3cb44b
3951965,NODE_8_length_220067_cov_236.764536,SRS1992958_vamb_615,#3cb44b
724972,NODE_59_length_68108_cov_51.423890,SRS1992958_vamb_2394,#ffe119
1291315,NODE_8_length_220067_cov_236.764536,SRS1992958_vamb_615,#3cb44b
70798,NODE_31_length_98348_cov_56.198509,SRS1992958_vamb_2394,#ffe119
27005,NODE_8_length_220067_cov_236.764536,SRS1992958_vamb_615,#3cb44b
806903,NODE_31_length_98348_cov_56.198509,SRS1992958_vamb_2394,#ffe119
17153,NODE_8_length_220067_cov_236.764536,SRS1992958_vamb_615,#3cb44b
5047,NODE_8_length_220067_cov_236.764536,SRS1992958_vamb_615,#3cb44b
31071,NODE_8_length_220067_cov_236.764536,SRS1992958_vamb_615,#3cb44b
3877316,NODE_57_length_69098_cov_49.060672,SRS1992958_vamb_2394,#ffe119
22065,NODE_8_length_220067_cov_236.764536,SRS1992958_vamb_615,#3cb44b
3727295,NODE_8_length_220067_cov_236.764536,SRS1992958_vamb_615,#3cb44b
4254,NODE_9_length_205109_cov_49.283291,SRS1992958_vamb_2394,#ffe119
3455819,NODE_214_length_20870_cov_45.177901,SRS1992958_vamb_2394,#ffe119
3455815,NODE_214_length_20870_cov_45.177901,SRS1992958_vamb_2394,#ffe119
1275168,NODE_56_length_70022_cov_44.475210,SRS1992958_vamb_2394,#ffe119
32199,NODE_9_length_205109_cov_49.283291,SRS1992958_vamb_2394,#ffe119
3500864,NODE_335_length_12485_cov_52.537651,grey,grey
3500872,NODE_335_length_12485_cov_52.537651,grey,grey
3500880,NODE_335_length_12485_cov_52.537651,grey,grey
913598,NODE_24_length_124476_cov_38.141929,grey,grey
3945901,NODE_9_length_205109_cov_49.283291,SRS1992958_vamb_2394,#ffe119
19185,NODE_9_length_205109_cov_49.283291,SRS1992958_vamb_2394,#ffe119
28651,NODE_9_length_205109_cov_49.283291,SRS1992958_vamb_2394,#ffe119
3877588,NODE_170_length_26204_cov_40.632185,SRS1992958_vamb_2394,#ffe119
3877582,NODE_170_length_26204_cov_40.632185,SRS1992958_vamb_2394,#ffe119
1292059,NODE_20_length_136633_cov_64.664873,SRS1992958_vamb_2394,#ffe119
24027,NODE_57_length_69098_cov_49.060672,SRS1992958_vamb_2394,#ffe119
20547,NODE_9_length_205109_cov_49.283291,SRS1992958_vamb_2394,#ffe119
1188,NODE_9_length_205109_cov_49.283291,SRS1992958_vamb_2394,#ffe119
804178,NODE_9_length_205109_cov_49.283291,SRS1992958_vamb_2394,#ffe119
804174,NODE_24_length_124476_cov_38.141929,grey,grey
3058777,NODE_9_length_205109_cov_49.283291,SRS1992958_vamb_2394,#ffe119
1292890,NODE_104_length_40564_cov_46.597497,SRS1992958_vamb_2394,#ffe119
17357,NODE_9_length_205109_cov_49.283291,SRS1992958_vamb_2394,#ffe119
1293004,NODE_9_length_205109_cov_49.283291,SRS1992958_vamb_2394,#ffe119
1470662,NODE_9_length_205109_cov_49.283291,SRS1992958_vamb_2394,#ffe119
3877286,NODE_9_length_205109_cov_49.283291,SRS1992958_vamb_2394,#ffe119
17477,NODE_9_length_205109_cov_49.283291,SRS1992958_vamb_2394,#ffe119
63341,NODE_9_length_205109_cov_49.283291,SRS1992958_vamb_2394,#ffe119
2970316,NODE_24_length_124476_cov_38.141929,grey,grey
462354,NODE_9_length_205109_cov_49.283291,SRS1992958_vamb_2394,#ffe119
462366,NODE_9_length_205109_cov_49.283291,SRS1992958_vamb_2394,#ffe119
1366901,NODE_24_length_124476_cov_38.141929,grey,grey
69198,NODE_9_length_205109_cov_49.283291,SRS1992958_vamb_2394,#ffe119
29425,NODE_9_length_205109_cov_49.283291,SRS1992958_vamb_2394,#ffe119
1245313,NODE_69_length_55452_cov_40.575753,SRS1992958_vamb_2394,#ffe119
937,NODE_9_length_205109_cov_49.283291,SRS1992958_vamb_2394,#ffe119
31397,NODE_9_length_205109_cov_49.283291,SRS1992958_vamb_2394,#ffe119
3873752,NODE_851_length_4133_cov_73.995096,grey,grey
3874732,NODE_148_length_30169_cov_64.055688,SRS1992958_vamb_2394,#ffe119
68614,NODE_9_length_205109_cov_49.283291,SRS1992958_vamb_2394,#ffe119
22435,NODE_9_length_205109_cov_49.283291,SRS1992958_vamb_2394,#ffe119
8717,NODE_9_length_205109_cov_49.283291,SRS1992958_vamb_2394,#ffe119
3500886,NODE_335_length_12485_cov_52.537651,grey,grey
3500858,NODE_335_length_12485_cov_52.537651,grey,grey
3982067,NODE_44_length_79875_cov_70.701553,SRS1992958_vamb_2394,#ffe119
30445,NODE_9_length_205109_cov_49.283291,SRS1992958_vamb_2394,#ffe119
2285461,NODE_69_length_55452_cov_40.575753,SRS1992958_vamb_2394,#ffe119
15524,NODE_9_length_205109_cov_49.283291,SRS1992958_vamb_2394,#ffe119
2394033,NODE_37_length_88686_cov_204.785459,SRS1992958_vamb_615,#3cb44b
68408,NODE_9_length_205109_cov_49.283291,SRS1992958_vamb_2394,#ffe119
2653141,NODE_56_length_70022_cov_44.475210,SRS1992958_vamb_2394,#ffe119
68492,NODE_9_length_205109_cov_49.283291,SRS1992958_vamb_2394,#ffe119
1469317,NODE_44_length_79875_cov_70.701553,SRS1992958_vamb_2394,#ffe119
1283648,NODE_9_length_205109_cov_49.283291,SRS1992958_vamb_2394,#ffe119
595913,NODE_392_length_10247_cov_49.556319,grey,grey
71736,NODE_9_length_205109_cov_49.283291,SRS1992958_vamb_2394,#ffe119
3699595,NODE_15_length_174035_cov_246.969347,multiple,darkblue
62831,NODE_9_length_205109_cov_49.283291,SRS1992958_vamb_2394,#ffe119
3471742,NODE_9_length_205109_cov_49.283291,SRS1992958_vamb_2394,#ffe119
424671,NODE_24_length_124476_cov_38.141929,grey,grey
21941,NODE_44_length_79875_cov_70.701553,SRS1992958_vamb_2394,#ffe119
3810469,NODE_24_length_124476_cov_38.141929,grey,grey
15803,NODE_9_length_205109_cov_49.283291,SRS1992958_vamb_2394,#ffe119
60507,NODE_88_length_46386_cov_67.800932,multiple,darkblue
20421,NODE_9_length_205109_cov_49.283291,SRS1992958_vamb_2394,#ffe119
2825,NODE_88_length_46386_cov_67.800932,multiple,darkblue
15265,NODE_9_length_205109_cov_49.283291,SRS1992958_vamb_2394,#ffe119
2970328,NODE_44_length_79875_cov_70.701553,SRS1992958_vamb_2394,#ffe119
2513445,NODE_44_length_79875_cov_70.701553,SRS1992958_vamb_2394,#ffe119
15263,NODE_9_length_205109_cov_49.283291,SRS1992958_vamb_2394,#ffe119
14945,NODE_9_length_205109_cov_49.283291,SRS1992958_vamb_2394,#ffe119
3845155,NODE_214_length_20870_cov_45.177901,SRS1992958_vamb_2394,#ffe119
68602,NODE_9_length_205109_cov_49.283291,SRS1992958_vamb_2394,#ffe119
68596,NODE_15_length_174035_cov_246.969347,multiple,darkblue
68600,NODE_9_length_205109_cov_49.283291,SRS1992958_vamb_2394,#ffe119
3667815,NODE_9_length_205109_cov_49.283291,SRS1992958_vamb_2394,#ffe119
3964329,NODE_9_length_205109_cov_49.283291,SRS1992958_vamb_2394,#ffe119
100172,NODE_9_length_205109_cov_49.283291,SRS1992958_vamb_2394,#ffe119
4013121,NODE_9_length_205109_cov_49.283291,SRS1992958_vamb_2394,#ffe119
3996525,NODE_10_length_204938_cov_20.462942,SRS1992958_vamb_370,#e6194b
2026133,NODE_10_length_204938_cov_20.462942,SRS1992958_vamb_370,#e6194b
3996523,NODE_10_length_204938_cov_20.462942,SRS1992958_vamb_370,#e6194b
1286211,NODE_10_length_204938_cov_20.462942,SRS1992958_vamb_370,#e6194b
3947029,NODE_10_length_204938_cov_20.462942,SRS1992958_vamb_370,#e6194b
4022760,NODE_10_length_204938_cov_20.462942,SRS1992958_vamb_370,#e6194b
3477711,NODE_38_length_86830_cov_21.211835,SRS1992958_vamb_370,#e6194b
1562976,NODE_14_length_177834_cov_25.813926,SRS1992958_vamb_370,#e6194b
3921471,NODE_10_length_204938_cov_20.462942,SRS1992958_vamb_370,#e6194b
3640337,NODE_11_length_181903_cov_147.746783,SRS1992958_vamb_615,#3cb44b
4019395,NODE_11_length_181903_cov_147.746783,SRS1992958_vamb_615,#3cb44b
3992120,NODE_11_length_181903_cov_147.746783,SRS1992958_vamb_615,#3cb44b
2242411,NODE_11_length_181903_cov_147.746783,SRS1992958_vamb_615,#3cb44b
13203,NODE_11_length_181903_cov_147.746783,SRS1992958_vamb_615,#3cb44b
3718407,NODE_6413_length_210_cov_126.748387,grey,grey
4010368,NODE_11_length_181903_cov_147.746783,SRS1992958_vamb_615,#3cb44b
7522,NODE_11_length_181903_cov_147.746783,SRS1992958_vamb_615,#3cb44b
905792,NODE_5985_length_414_cov_156.155989,grey,grey
30233,NODE_11_length_181903_cov_147.746783,SRS1992958_vamb_615,#3cb44b
14161,NODE_624_length_6054_cov_167.133356,grey,grey
3189998,NODE_624_length_6054_cov_167.133356,grey,grey
20425,NODE_11_length_181903_cov_147.746783,SRS1992958_vamb_615,#3cb44b
70734,NODE_44_length_79875_cov_70.701553,SRS1992958_vamb_2394,#ffe119
1070,NODE_11_length_181903_cov_147.746783,SRS1992958_vamb_615,#3cb44b
2435574,NODE_11_length_181903_cov_147.746783,SRS1992958_vamb_615,#3cb44b
2448919,NODE_11_length_181903_cov_147.746783,SRS1992958_vamb_615,#3cb44b
2448921,NODE_11_length_181903_cov_147.746783,SRS1992958_vamb_615,#3cb44b
19773,NODE_11_length_181903_cov_147.746783,SRS1992958_vamb_615,#3cb44b
28083,NODE_11_length_181903_cov_147.746783,SRS1992958_vamb_615,#3cb44b
3055247,NODE_69_length_55452_cov_40.575753,SRS1992958_vamb_2394,#ffe119
19131,NODE_11_length_181903_cov_147.746783,SRS1992958_vamb_615,#3cb44b
3798985,NODE_214_length_20870_cov_45.177901,SRS1992958_vamb_2394,#ffe119
31053,NODE_11_length_181903_cov_147.746783,SRS1992958_vamb_615,#3cb44b
5115,NODE_124_length_35386_cov_53.551018,multiple,darkblue
3987795,NODE_11_length_181903_cov_147.746783,SRS1992958_vamb_615,#3cb44b
17309,NODE_201_length_21755_cov_55.496866,multiple,darkblue
3704986,NODE_11_length_181903_cov_147.746783,SRS1992958_vamb_615,#3cb44b
1633567,NODE_250_length_17472_cov_37.178102,SRS1992958_vamb_2394,#ffe119
2700547,NODE_250_length_17472_cov_37.178102,SRS1992958_vamb_2394,#ffe119
2264327,NODE_250_length_17472_cov_37.178102,SRS1992958_vamb_2394,#ffe119
3872566,NODE_250_length_17472_cov_37.178102,SRS1992958_vamb_2394,#ffe119
1742854,NODE_11_length_181903_cov_147.746783,SRS1992958_vamb_615,#3cb44b
3891370,NODE_205_length_21455_cov_56.369907,SRS1992958_vamb_615,#3cb44b
11746,NODE_11_length_181903_cov_147.746783,SRS1992958_vamb_615,#3cb44b
5201,NODE_11_length_181903_cov_147.746783,SRS1992958_vamb_615,#3cb44b
14801,NODE_11_length_181903_cov_147.746783,SRS1992958_vamb_615,#3cb44b
22809,NODE_12_length_181103_cov_173.717556,SRS1992958_vamb_615,#3cb44b
1729805,NODE_12_length_181103_cov_173.717556,SRS1992958_vamb_615,#3cb44b
1152449,NODE_12_length_181103_cov_173.717556,SRS1992958_vamb_615,#3cb44b
33277,NODE_12_length_181103_cov_173.717556,SRS1992958_vamb_615,#3cb44b
16581,NODE_6435_length_191_cov_218.375000,grey,grey
14239,NODE_12_length_181103_cov_173.717556,SRS1992958_vamb_615,#3cb44b
1281900,NODE_12_length_181103_cov_173.717556,SRS1992958_vamb_615,#3cb44b
16583,NODE_12_length_181103_cov_173.717556,SRS1992958_vamb_615,#3cb44b
3772080,NODE_12_length_181103_cov_173.717556,SRS1992958_vamb_615,#3cb44b
1285160,NODE_12_length_181103_cov_173.717556,SRS1992958_vamb_615,#3cb44b
3996615,NODE_12_length_181103_cov_173.717556,SRS1992958_vamb_615,#3cb44b
32013,NODE_12_length_181103_cov_173.717556,SRS1992958_vamb_615,#3cb44b
3776717,NODE_31_length_98348_cov_56.198509,SRS1992958_vamb_2394,#ffe119
17137,NODE_12_length_181103_cov_173.717556,SRS1992958_vamb_615,#3cb44b
1600203,NODE_6364_length_242_cov_460.224599,grey,grey
2598181,NODE_6364_length_242_cov_460.224599,grey,grey
104224,NODE_6364_length_242_cov_460.224599,grey,grey
3874787,NODE_238_length_18872_cov_248.236329,multiple,darkblue
5730,NODE_12_length_181103_cov_173.717556,SRS1992958_vamb_615,#3cb44b
567778,NODE_95_length_43954_cov_42.213536,multiple,darkblue
19371,NODE_12_length_181103_cov_173.717556,SRS1992958_vamb_615,#3cb44b
1275460,NODE_450_length_8831_cov_61.516864,grey,grey
178197,NODE_450_length_8831_cov_61.516864,grey,grey
4000749,NODE_12_length_181103_cov_173.717556,SRS1992958_vamb_615,#3cb44b
182474,NODE_12_length_181103_cov_173.717556,SRS1992958_vamb_615,#3cb44b
182472,NODE_12_length_181103_cov_173.717556,SRS1992958_vamb_615,#3cb44b
3947941,NODE_12_length_181103_cov_173.717556,SRS1992958_vamb_615,#3cb44b
70880,NODE_12_length_181103_cov_173.717556,SRS1992958_vamb_615,#3cb44b
181202,NODE_12_length_181103_cov_173.717556,SRS1992958_vamb_615,#3cb44b
181196,NODE_12_length_181103_cov_173.717556,SRS1992958_vamb_615,#3cb44b
67264,NODE_6489_length_162_cov_311.719626,grey,grey
70780,NODE_4064_length_636_cov_269.759036,grey,grey
2937235,NODE_12_length_181103_cov_173.717556,SRS1992958_vamb_615,#3cb44b
3990511,NODE_12_length_181103_cov_173.717556,SRS1992958_vamb_615,#3cb44b
67102,NODE_4064_length_636_cov_269.759036,grey,grey
70702,NODE_4064_length_636_cov_269.759036,grey,grey
70694,NODE_186_length_22905_cov_74.532079,SRS1992958_vamb_615,#3cb44b
70688,NODE_186_length_22905_cov_74.532079,SRS1992958_vamb_615,#3cb44b
67100,NODE_12_length_181103_cov_173.717556,SRS1992958_vamb_615,#3cb44b
22173,NODE_12_length_181103_cov_173.717556,SRS1992958_vamb_615,#3cb44b
2932228,NODE_12_length_181103_cov_173.717556,SRS1992958_vamb_615,#3cb44b
2511150,NODE_12_length_181103_cov_173.717556,SRS1992958_vamb_615,#3cb44b
3880720,NODE_186_length_22905_cov_74.532079,SRS1992958_vamb_615,#3cb44b
23831,NODE_12_length_181103_cov_173.717556,SRS1992958_vamb_615,#3cb44b
1431115,NODE_4064_length_636_cov_269.759036,grey,grey
3922843,NODE_12_length_181103_cov_173.717556,SRS1992958_vamb_615,#3cb44b
58633,NODE_186_length_22905_cov_74.532079,SRS1992958_vamb_615,#3cb44b
12361,NODE_12_length_181103_cov_173.717556,SRS1992958_vamb_615,#3cb44b
3984809,NODE_12_length_181103_cov_173.717556,SRS1992958_vamb_615,#3cb44b
65462,NODE_186_length_22905_cov_74.532079,SRS1992958_vamb_615,#3cb44b
179534,NODE_12_length_181103_cov_173.717556,SRS1992958_vamb_615,#3cb44b
13691,NODE_12_length_181103_cov_173.717556,SRS1992958_vamb_615,#3cb44b
179556,NODE_12_length_181103_cov_173.717556,SRS1992958_vamb_615,#3cb44b
23591,NODE_186_length_22905_cov_74.532079,SRS1992958_vamb_615,#3cb44b
1288619,NODE_12_length_181103_cov_173.717556,SRS1992958_vamb_615,#3cb44b
45356,NODE_186_length_22905_cov_74.532079,SRS1992958_vamb_615,#3cb44b
8842,NODE_12_length_181103_cov_173.717556,SRS1992958_vamb_615,#3cb44b
73520,NODE_186_length_22905_cov_74.532079,SRS1992958_vamb_615,#3cb44b
3984811,NODE_12_length_181103_cov_173.717556,SRS1992958_vamb_615,#3cb44b
4020819,NODE_12_length_181103_cov_173.717556,SRS1992958_vamb_615,#3cb44b
5153,NODE_186_length_22905_cov_74.532079,SRS1992958_vamb_615,#3cb44b
182038,NODE_186_length_22905_cov_74.532079,SRS1992958_vamb_615,#3cb44b
28577,NODE_12_length_181103_cov_173.717556,SRS1992958_vamb_615,#3cb44b
1198587,NODE_186_length_22905_cov_74.532079,SRS1992958_vamb_615,#3cb44b
8844,NODE_12_length_181103_cov_173.717556,SRS1992958_vamb_615,#3cb44b
181388,NODE_12_length_181103_cov_173.717556,SRS1992958_vamb_615,#3cb44b
17161,NODE_12_length_181103_cov_173.717556,SRS1992958_vamb_615,#3cb44b
181386,NODE_12_length_181103_cov_173.717556,SRS1992958_vamb_615,#3cb44b
887774,NODE_13_length_180141_cov_17.891524,SRS1992958_vamb_370,#e6194b
3312125,NODE_26_length_121941_cov_18.059966,SRS1992958_vamb_370,#e6194b
3312127,NODE_28_length_108754_cov_17.396968,SRS1992958_vamb_370,#e6194b
2812450,NODE_26_length_121941_cov_18.059966,SRS1992958_vamb_370,#e6194b
3945563,NODE_13_length_180141_cov_17.891524,SRS1992958_vamb_370,#e6194b
2375715,NODE_26_length_121941_cov_18.059966,SRS1992958_vamb_370,#e6194b
1281078,NODE_13_length_180141_cov_17.891524,SRS1992958_vamb_370,#e6194b
26011,NODE_224_length_20256_cov_113.611653,SRS1992958_vamb_664,#4363d8
1296330,NODE_13_length_180141_cov_17.891524,SRS1992958_vamb_370,#e6194b
21335,NODE_13_length_180141_cov_17.891524,SRS1992958_vamb_370,#e6194b
21333,NODE_13_length_180141_cov_17.891524,SRS1992958_vamb_370,#e6194b
493153,NODE_13_length_180141_cov_17.891524,SRS1992958_vamb_370,#e6194b
3997283,NODE_34_length_91922_cov_29.478561,SRS1992958_vamb_370,#e6194b
903893,NODE_13_length_180141_cov_17.891524,SRS1992958_vamb_370,#e6194b
3792215,NODE_23_length_126878_cov_17.687825,SRS1992958_vamb_370,#e6194b
455900,NODE_13_length_180141_cov_17.891524,SRS1992958_vamb_370,#e6194b
457738,NODE_14_length_177834_cov_25.813926,SRS1992958_vamb_370,#e6194b
1929737,NODE_14_length_177834_cov_25.813926,SRS1992958_vamb_370,#e6194b
3967049,NODE_14_length_177834_cov_25.813926,SRS1992958_vamb_370,#e6194b
1279989,NODE_14_length_177834_cov_25.813926,SRS1992958_vamb_370,#e6194b
3953117,NODE_14_length_177834_cov_25.813926,SRS1992958_vamb_370,#e6194b
1922471,NODE_14_length_177834_cov_25.813926,SRS1992958_vamb_370,#e6194b
3158001,NODE_14_length_177834_cov_25.813926,SRS1992958_vamb_370,#e6194b
578185,NODE_14_length_177834_cov_25.813926,SRS1992958_vamb_370,#e6194b
578181,NODE_14_length_177834_cov_25.813926,SRS1992958_vamb_370,#e6194b
16117,NODE_14_length_177834_cov_25.813926,SRS1992958_vamb_370,#e6194b
16119,NODE_14_length_177834_cov_25.813926,SRS1992958_vamb_370,#e6194b
863942,NODE_14_length_177834_cov_25.813926,SRS1992958_vamb_370,#e6194b
1289459,NODE_14_length_177834_cov_25.813926,SRS1992958_vamb_370,#e6194b
1287446,NODE_14_length_177834_cov_25.813926,SRS1992958_vamb_370,#e6194b
2322191,NODE_112_length_38785_cov_31.788639,SRS1992958_vamb_370,#e6194b
2322193,NODE_5028_length_495_cov_36.981818,grey,grey
3976593,NODE_14_length_177834_cov_25.813926,SRS1992958_vamb_370,#e6194b
23589,NODE_15_length_174035_cov_246.969347,multiple,darkblue
70758,NODE_20_length_136633_cov_64.664873,SRS1992958_vamb_2394,#ffe119
4016747,NODE_15_length_174035_cov_246.969347,multiple,darkblue
55949,NODE_15_length_174035_cov_246.969347,multiple,darkblue
3990359,NODE_15_length_174035_cov_246.969347,multiple,darkblue
30661,NODE_15_length_174035_cov_246.969347,multiple,darkblue
70354,NODE_15_length_174035_cov_246.969347,multiple,darkblue
19134,NODE_15_length_174035_cov_246.969347,multiple,darkblue
3917155,NODE_96_length_43905_cov_74.824675,SRS1992958_vamb_2394,#ffe119
32659,NODE_15_length_174035_cov_246.969347,multiple,darkblue
25849,NODE_31_length_98348_cov_56.198509,SRS1992958_vamb_2394,#ffe119
3402159,NODE_15_length_174035_cov_246.969347,multiple,darkblue
19785,NODE_15_length_174035_cov_246.969347,multiple,darkblue
376357,NODE_96_length_43905_cov_74.824675,SRS1992958_vamb_2394,#ffe119
3999602,NODE_15_length_174035_cov_246.969347,multiple,darkblue
5187,NODE_96_length_43905_cov_74.824675,SRS1992958_vamb_2394,#ffe119
30645,NODE_15_length_174035_cov_246.969347,multiple,darkblue
40648,NODE_96_length_43905_cov_74.824675,SRS1992958_vamb_2394,#ffe119
7082,NODE_15_length_174035_cov_246.969347,multiple,darkblue
1873003,NODE_124_length_35386_cov_53.551018,multiple,darkblue
3980083,NODE_15_length_174035_cov_246.969347,multiple,darkblue
3880930,NODE_124_length_35386_cov_53.551018,multiple,darkblue
29283,NODE_15_length_174035_cov_246.969347,multiple,darkblue
25809,NODE_15_length_174035_cov_246.969347,multiple,darkblue
4016055,NODE_164_length_26800_cov_62.544999,SRS1992958_vamb_2394,#ffe119
22083,NODE_15_length_174035_cov_246.969347,multiple,darkblue
29969,NODE_15_length_174035_cov_246.969347,multiple,darkblue
317605,NODE_16_length_169615_cov_18.892333,SRS1992958_vamb_370,#e6194b
487987,NODE_16_length_169615_cov_18.892333,SRS1992958_vamb_370,#e6194b
1159757,NODE_16_length_169615_cov_18.892333,SRS1992958_vamb_370,#e6194b
17163,NODE_16_length_169615_cov_18.892333,SRS1992958_vamb_370,#e6194b
2883634,NODE_17_length_158184_cov_17.494343,SRS1992958_vamb_370,#e6194b
12588,NODE_17_length_158184_cov_17.494343,SRS1992958_vamb_370,#e6194b
3684501,NODE_17_length_158184_cov_17.494343,SRS1992958_vamb_370,#e6194b
3969481,NODE_17_length_158184_cov_17.494343,SRS1992958_vamb_370,#e6194b
2954035,NODE_23_length_126878_cov_17.687825,SRS1992958_vamb_370,#e6194b
4015354,NODE_17_length_158184_cov_17.494343,SRS1992958_vamb_370,#e6194b
16188,NODE_17_length_158184_cov_17.494343,SRS1992958_vamb_370,#e6194b
17910,NODE_17_length_158184_cov_17.494343,SRS1992958_vamb_370,#e6194b
4008897,NODE_17_length_158184_cov_17.494343,SRS1992958_vamb_370,#e6194b
3946297,NODE_17_length_158184_cov_17.494343,SRS1992958_vamb_370,#e6194b
31679,NODE_18_length_154952_cov_163.616442,SRS1992958_vamb_615,#3cb44b
3879264,NODE_18_length_154952_cov_163.616442,SRS1992958_vamb_615,#3cb44b
1290053,NODE_18_length_154952_cov_163.616442,SRS1992958_vamb_615,#3cb44b
158416,NODE_18_length_154952_cov_163.616442,SRS1992958_vamb_615,#3cb44b
158410,NODE_18_length_154952_cov_163.616442,SRS1992958_vamb_615,#3cb44b
32625,NODE_18_length_154952_cov_163.616442,SRS1992958_vamb_615,#3cb44b
70398,NODE_104_length_40564_cov_46.597497,SRS1992958_vamb_2394,#ffe119
3979844,NODE_18_length_154952_cov_163.616442,SRS1992958_vamb_615,#3cb44b
78463,NODE_164_length_26800_cov_62.544999,SRS1992958_vamb_2394,#ffe119
29747,NODE_18_length_154952_cov_163.616442,SRS1992958_vamb_615,#3cb44b
1009086,NODE_298_length_14369_cov_39.484840,grey,grey
16769,NODE_18_length_154952_cov_163.616442,SRS1992958_vamb_615,#3cb44b
28007,NODE_18_length_154952_cov_163.616442,SRS1992958_vamb_615,#3cb44b
3355867,NODE_19_length_151541_cov_169.872688,grey,grey
3956047,NODE_19_length_151541_cov_169.872688,grey,grey
181576,NODE_19_length_151541_cov_169.872688,grey,grey
181574,NODE_19_length_151541_cov_169.872688,grey,grey
181578,NODE_19_length_151541_cov_169.872688,grey,grey
3978088,NODE_19_length_151541_cov_169.872688,grey,grey
2788,NODE_19_length_151541_cov_169.872688,grey,grey
59147,NODE_19_length_151541_cov_169.872688,grey,grey
23873,NODE_19_length_151541_cov_169.872688,grey,grey
3950275,NODE_19_length_151541_cov_169.872688,grey,grey
70342,NODE_24_length_124476_cov_38.141929,grey,grey
13093,NODE_19_length_151541_cov_169.872688,grey,grey
484288,NODE_56_length_70022_cov_44.475210,SRS1992958_vamb_2394,#ffe119
15597,NODE_19_length_151541_cov_169.872688,grey,grey
3973264,NODE_37_length_88686_cov_204.785459,SRS1992958_vamb_615,#3cb44b
910762,NODE_2255_length_1410_cov_1769.450185,grey,grey
3680672,NODE_19_length_151541_cov_169.872688,grey,grey
