ERR675519_1	ERR675519_metabat_02
ERR675519_4	ERR675519_metabat_02
ERR675519_5	ERR675519_metabat_02
ERR675519_10	ERR675519_metabat_02
ERR675519_14	ERR675519_metabat_02
ERR675519_26	ERR675519_metabat_02
ERR675519_51	ERR675519_metabat_02
ERR675519_60	ERR675519_metabat_02
ERR675519_70	ERR675519_metabat_02
ERR675519_128	ERR675519_metabat_02
ERR675519_305	ERR675519_metabat_02
ERR675519_400	ERR675519_metabat_02
ERR675519_556	ERR675519_metabat_02
ERR675519_716	ERR675519_metabat_02
ERR675519_803	ERR675519_metabat_02
ERR675519_1054	ERR675519_metabat_02
ERR675519_1348	ERR675519_metabat_02
ERR675519_1404	ERR675519_metabat_02
ERR675519_1748	ERR675519_metabat_02
ERR675519_3	ERR675519_metabat_03
ERR675519_8	ERR675519_metabat_03
ERR675519_13	ERR675519_metabat_03
ERR675519_22	ERR675519_metabat_03
ERR675519_24	ERR675519_metabat_03
ERR675519_31	ERR675519_metabat_03
ERR675519_38	ERR675519_metabat_03
ERR675519_52	ERR675519_metabat_03
ERR675519_62	ERR675519_metabat_03
ERR675519_67	ERR675519_metabat_03
ERR675519_74	ERR675519_metabat_03
ERR675519_92	ERR675519_metabat_03
ERR675519_97	ERR675519_metabat_03
ERR675519_98	ERR675519_metabat_03
ERR675519_120	ERR675519_metabat_03
ERR675519_123	ERR675519_metabat_03
ERR675519_124	ERR675519_metabat_03
ERR675519_138	ERR675519_metabat_03
ERR675519_141	ERR675519_metabat_03
ERR675519_153	ERR675519_metabat_03
ERR675519_154	ERR675519_metabat_03
ERR675519_161	ERR675519_metabat_03
ERR675519_170	ERR675519_metabat_03
ERR675519_180	ERR675519_metabat_03
ERR675519_184	ERR675519_metabat_03
ERR675519_192	ERR675519_metabat_03
ERR675519_204	ERR675519_metabat_03
ERR675519_208	ERR675519_metabat_03
ERR675519_219	ERR675519_metabat_03
ERR675519_222	ERR675519_metabat_03
ERR675519_231	ERR675519_metabat_03
ERR675519_239	ERR675519_metabat_03
ERR675519_248	ERR675519_metabat_03
ERR675519_249	ERR675519_metabat_03
ERR675519_283	ERR675519_metabat_03
ERR675519_300	ERR675519_metabat_03
ERR675519_326	ERR675519_metabat_03
ERR675519_386	ERR675519_metabat_03
ERR675519_389	ERR675519_metabat_03
ERR675519_403	ERR675519_metabat_03
ERR675519_404	ERR675519_metabat_03
ERR675519_424	ERR675519_metabat_03
ERR675519_439	ERR675519_metabat_03
ERR675519_452	ERR675519_metabat_03
ERR675519_474	ERR675519_metabat_03
ERR675519_476	ERR675519_metabat_03
ERR675519_498	ERR675519_metabat_03
ERR675519_511	ERR675519_metabat_03
ERR675519_514	ERR675519_metabat_03
ERR675519_515	ERR675519_metabat_03
ERR675519_518	ERR675519_metabat_03
ERR675519_543	ERR675519_metabat_03
ERR675519_617	ERR675519_metabat_03
ERR675519_635	ERR675519_metabat_03
ERR675519_700	ERR675519_metabat_03
ERR675519_709	ERR675519_metabat_03
ERR675519_737	ERR675519_metabat_03
ERR675519_757	ERR675519_metabat_03
ERR675519_760	ERR675519_metabat_03
ERR675519_770	ERR675519_metabat_03
ERR675519_774	ERR675519_metabat_03
ERR675519_786	ERR675519_metabat_03
ERR675519_792	ERR675519_metabat_03
ERR675519_799	ERR675519_metabat_03
ERR675519_819	ERR675519_metabat_03
ERR675519_853	ERR675519_metabat_03
ERR675519_960	ERR675519_metabat_03
ERR675519_962	ERR675519_metabat_03
ERR675519_995	ERR675519_metabat_03
ERR675519_1044	ERR675519_metabat_03
ERR675519_1047	ERR675519_metabat_03
ERR675519_1061	ERR675519_metabat_03
ERR675519_1092	ERR675519_metabat_03
ERR675519_1105	ERR675519_metabat_03
ERR675519_1134	ERR675519_metabat_03
ERR675519_1152	ERR675519_metabat_03
ERR675519_1193	ERR675519_metabat_03
ERR675519_1205	ERR675519_metabat_03
ERR675519_1278	ERR675519_metabat_03
ERR675519_1284	ERR675519_metabat_03
ERR675519_1334	ERR675519_metabat_03
ERR675519_1339	ERR675519_metabat_03
ERR675519_1397	ERR675519_metabat_03
ERR675519_1498	ERR675519_metabat_03
ERR675519_1528	ERR675519_metabat_03
ERR675519_1628	ERR675519_metabat_03
ERR675519_1718	ERR675519_metabat_03
ERR675519_1839	ERR675519_metabat_03
ERR675519_1926	ERR675519_metabat_03
ERR675519_1969	ERR675519_metabat_03
ERR675519_2425	ERR675519_metabat_03
ERR675519_2535	ERR675519_metabat_03
ERR675519_3263	ERR675519_metabat_03
ERR675519_3416	ERR675519_metabat_03
ERR675519_3785	ERR675519_metabat_03
ERR675519_3855	ERR675519_metabat_03
ERR675519_3877	ERR675519_metabat_03
ERR675519_4143	ERR675519_metabat_03
ERR675519_4725	ERR675519_metabat_03
ERR675519_5152	ERR675519_metabat_03
ERR675519_5968	ERR675519_metabat_03
ERR675519_6904	ERR675519_metabat_03
ERR675519_7287	ERR675519_metabat_03
ERR675519_7769	ERR675519_metabat_03
ERR675519_8079	ERR675519_metabat_03
ERR675519_8528	ERR675519_metabat_03
ERR675519_8661	ERR675519_metabat_03
ERR675519_8684	ERR675519_metabat_03
ERR675519_11	ERR675519_metabat_05
ERR675519_40	ERR675519_metabat_05
ERR675519_41	ERR675519_metabat_05
ERR675519_47	ERR675519_metabat_05
ERR675519_78	ERR675519_metabat_05
ERR675519_101	ERR675519_metabat_05
ERR675519_113	ERR675519_metabat_05
ERR675519_126	ERR675519_metabat_05
ERR675519_143	ERR675519_metabat_05
ERR675519_147	ERR675519_metabat_05
ERR675519_152	ERR675519_metabat_05
ERR675519_173	ERR675519_metabat_05
ERR675519_181	ERR675519_metabat_05
ERR675519_194	ERR675519_metabat_05
ERR675519_221	ERR675519_metabat_05
ERR675519_227	ERR675519_metabat_05
ERR675519_240	ERR675519_metabat_05
ERR675519_282	ERR675519_metabat_05
ERR675519_289	ERR675519_metabat_05
ERR675519_297	ERR675519_metabat_05
ERR675519_307	ERR675519_metabat_05
ERR675519_315	ERR675519_metabat_05
ERR675519_320	ERR675519_metabat_05
ERR675519_338	ERR675519_metabat_05
ERR675519_369	ERR675519_metabat_05
ERR675519_441	ERR675519_metabat_05
ERR675519_460	ERR675519_metabat_05
ERR675519_472	ERR675519_metabat_05
ERR675519_488	ERR675519_metabat_05
ERR675519_494	ERR675519_metabat_05
ERR675519_507	ERR675519_metabat_05
ERR675519_516	ERR675519_metabat_05
ERR675519_546	ERR675519_metabat_05
ERR675519_548	ERR675519_metabat_05
ERR675519_558	ERR675519_metabat_05
ERR675519_574	ERR675519_metabat_05
ERR675519_603	ERR675519_metabat_05
ERR675519_612	ERR675519_metabat_05
ERR675519_618	ERR675519_metabat_05
ERR675519_626	ERR675519_metabat_05
ERR675519_653	ERR675519_metabat_05
ERR675519_678	ERR675519_metabat_05
ERR675519_685	ERR675519_metabat_05
ERR675519_696	ERR675519_metabat_05
ERR675519_714	ERR675519_metabat_05
ERR675519_740	ERR675519_metabat_05
